reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2024-12-23,2024-12-29,52,鼻病毒,4.9,5.3
2024-12-23,2024-12-29,52,博卡病毒,0.6,1.1
2024-12-23,2024-12-29,52,肠道病毒,1.7,1.3
2024-12-23,2024-12-29,52,肺炎支原体,2.5,7.3
2024-12-23,2024-12-29,52,副流感病毒,1.7,1.7
2024-12-23,2024-12-29,52,呼吸道合胞病毒,2.6,3.8
2024-12-23,2024-12-29,52,流感病毒,30.2,17.7
2024-12-23,2024-12-29,52,普通冠状病毒,1.4,1.5
2024-12-23,2024-12-29,52,人偏肺病毒,6.2,5.4
2024-12-23,2024-12-29,52,腺病毒,3.7,3.0
2024-12-23,2024-12-29,52,新型冠状病毒,1.5,1.7
