reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-09-08,2025-09-14,37,鼻病毒,6.3,4.6
2025-09-08,2025-09-14,37,博卡病毒,1.3,1.3
2025-09-08,2025-09-14,37,肠道病毒,2.9,1.1
2025-09-08,2025-09-14,37,肺炎支原体,0.4,1.0
2025-09-08,2025-09-14,37,副流感病毒,2.7,1.9
2025-09-08,2025-09-14,37,呼吸道合胞病毒,5.6,9.8
2025-09-08,2025-09-14,37,流感病毒,3.6,1.0
2025-09-08,2025-09-14,37,普通冠状病毒,11.4,7.4
2025-09-08,2025-09-14,37,人偏肺病毒,0.2,0.4
2025-09-08,2025-09-14,37,腺病毒,1.5,1.4
2025-09-08,2025-09-14,37,新型冠状病毒,6.8,3.3
