reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-09-01,2025-09-07,36,鼻病毒,4.2,3.4
2025-09-01,2025-09-07,36,博卡病毒,1.0,1.6
2025-09-01,2025-09-07,36,肠道病毒,2.8,1.4
2025-09-01,2025-09-07,36,肺炎支原体,0.4,0.8
2025-09-01,2025-09-07,36,副流感病毒,2.1,2.3
2025-09-01,2025-09-07,36,呼吸道合胞病毒,3.5,6.4
2025-09-01,2025-09-07,36,流感病毒,3.3,0.8
2025-09-01,2025-09-07,36,普通冠状病毒,11.3,6.9
2025-09-01,2025-09-07,36,人偏肺病毒,0.3,0.2
2025-09-01,2025-09-07,36,腺病毒,1.7,1.0
2025-09-01,2025-09-07,36,新型冠状病毒,6.8,3.7
