reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2024-12-16,2024-12-22,51,鼻病毒,6.2,6.8
2024-12-16,2024-12-22,51,博卡病毒,0.9,1.3
2024-12-16,2024-12-22,51,肠道病毒,2.0,1.9
2024-12-16,2024-12-22,51,肺炎支原体,3.2,7.6
2024-12-16,2024-12-22,51,副流感病毒,1.9,1.4
2024-12-16,2024-12-22,51,呼吸道合胞病毒,2.3,3.2
2024-12-16,2024-12-22,51,流感病毒,23.1,12.1
2024-12-16,2024-12-22,51,普通冠状病毒,1.9,1.3
2024-12-16,2024-12-22,51,人偏肺病毒,6.1,4.5
2024-12-16,2024-12-22,51,腺病毒,4.5,3.4
2024-12-16,2024-12-22,51,新型冠状病毒,1.6,2.0
