reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-09-07,2026-09-13,37,鼻病毒,7.3,3.6
2026-09-07,2026-09-13,37,博卡病毒,0.7,2.4
2026-09-07,2026-09-13,37,肠道病毒,3.1,1.9
2026-09-07,2026-09-13,37,肺炎支原体,0.3,1.3
2026-09-07,2026-09-13,37,副流感病毒,2.1,1.7
2026-09-07,2026-09-13,37,呼吸道合胞病毒,1.4,3.0
2026-09-07,2026-09-13,37,流感病毒,19.8,6.6
2026-09-07,2026-09-13,37,普通冠状病毒,0.6,0.3
2026-09-07,2026-09-13,37,人偏肺病毒,2.9,4.5
2026-09-07,2026-09-13,37,腺病毒,1.0,0.7
2026-09-07,2026-09-13,37,新型冠状病毒,12.5,5.5
