reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-05-04,2026-05-10,19,鼻病毒,10.1,9.1
2026-05-04,2026-05-10,19,博卡病毒,0.3,0.5
2026-05-04,2026-05-10,19,肠道病毒,2.5,1.2
2026-05-04,2026-05-10,19,肺炎支原体,0.1,1.1
2026-05-04,2026-05-10,19,副流感病毒,5.7,6.0
2026-05-04,2026-05-10,19,呼吸道合胞病毒,2.0,3.2
2026-05-04,2026-05-10,19,流感病毒,12.2,4.2
2026-05-04,2026-05-10,19,普通冠状病毒,1.7,1.1
2026-05-04,2026-05-10,19,人偏肺病毒,4.9,4.5
2026-05-04,2026-05-10,19,腺病毒,1.4,1.1
2026-05-04,2026-05-10,19,新型冠状病毒,1.4,0.6
