reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-05-25,2026-05-31,22,鼻病毒,11.2,8.5
2026-05-25,2026-05-31,22,博卡病毒,0.6,0.7
2026-05-25,2026-05-31,22,肠道病毒,5.1,2.0
2026-05-25,2026-05-31,22,肺炎支原体,0.2,0.9
2026-05-25,2026-05-31,22,副流感病毒,6.2,5.2
2026-05-25,2026-05-31,22,呼吸道合胞病毒,1.1,1.6
2026-05-25,2026-05-31,22,流感病毒,11.1,3.7
2026-05-25,2026-05-31,22,普通冠状病毒,1.3,0.7
2026-05-25,2026-05-31,22,人偏肺病毒,5.5,3.8
2026-05-25,2026-05-31,22,腺病毒,1.8,1.4
2026-05-25,2026-05-31,22,新型冠状病毒,2.1,1.1
