reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2024-12-09,2024-12-15,50,鼻病毒,6.9,7.1
2024-12-09,2024-12-15,50,博卡病毒,1.0,1.0
2024-12-09,2024-12-15,50,肠道病毒,2.4,1.5
2024-12-09,2024-12-15,50,肺炎支原体,3.8,8.7
2024-12-09,2024-12-15,50,副流感病毒,2.1,2.0
2024-12-09,2024-12-15,50,呼吸道合胞病毒,2.9,2.4
2024-12-09,2024-12-15,50,流感病毒,16.5,8.5
2024-12-09,2024-12-15,50,普通冠状病毒,1.9,0.8
2024-12-09,2024-12-15,50,人偏肺病毒,5.4,3.8
2024-12-09,2024-12-15,50,腺病毒,3.8,3.0
2024-12-09,2024-12-15,50,新型冠状病毒,1.9,2.1
