reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-06-02,2025-06-08,23,鼻病毒,9.7,8.1
2025-06-02,2025-06-08,23,博卡病毒,0.7,0.4
2025-06-02,2025-06-08,23,肠道病毒,5.9,2.8
2025-06-02,2025-06-08,23,肺炎支原体,0.2,1.4
2025-06-02,2025-06-08,23,副流感病毒,3.9,3.1
2025-06-02,2025-06-08,23,呼吸道合胞病毒,2.1,3.4
2025-06-02,2025-06-08,23,流感病毒,1.8,0.4
2025-06-02,2025-06-08,23,普通冠状病毒,1.4,0.6
2025-06-02,2025-06-08,23,人偏肺病毒,0.8,0.9
2025-06-02,2025-06-08,23,腺病毒,2.6,2.0
2025-06-02,2025-06-08,23,新型冠状病毒,20.3,8.6
