reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-09-22,2025-09-28,39,鼻病毒,14.0,8.4
2025-09-22,2025-09-28,39,博卡病毒,1.5,2.2
2025-09-22,2025-09-28,39,肠道病毒,4.5,2.7
2025-09-22,2025-09-28,39,肺炎支原体,0.2,0.9
2025-09-22,2025-09-28,39,副流感病毒,3.4,2.5
2025-09-22,2025-09-28,39,呼吸道合胞病毒,7.6,9.0
2025-09-22,2025-09-28,39,流感病毒,4.1,1.0
2025-09-22,2025-09-28,39,普通冠状病毒,5.7,3.4
2025-09-22,2025-09-28,39,人偏肺病毒,0.5,0.1
2025-09-22,2025-09-28,39,腺病毒,1.3,1.1
2025-09-22,2025-09-28,39,新型冠状病毒,3.6,1.9
