reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-10-13,2025-10-19,42,鼻病毒,11.0,9.4
2025-10-13,2025-10-19,42,博卡病毒,2.0,2.6
2025-10-13,2025-10-19,42,肠道病毒,7.5,3.9
2025-10-13,2025-10-19,42,肺炎支原体,0.5,0.9
2025-10-13,2025-10-19,42,副流感病毒,3.1,2.7
2025-10-13,2025-10-19,42,呼吸道合胞病毒,5.6,8.4
2025-10-13,2025-10-19,42,流感病毒,5.8,1.3
2025-10-13,2025-10-19,42,普通冠状病毒,2.5,2.2
2025-10-13,2025-10-19,42,人偏肺病毒,0.2,0.2
2025-10-13,2025-10-19,42,腺病毒,1.3,1.2
2025-10-13,2025-10-19,42,新型冠状病毒,1.8,1.0
