reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-03-03,2025-03-09,10,鼻病毒,6.3,3.5
2025-03-03,2025-03-09,10,博卡病毒,0.5,0.6
2025-03-03,2025-03-09,10,肠道病毒,0.8,0.8
2025-03-03,2025-03-09,10,肺炎支原体,1.0,2.1
2025-03-03,2025-03-09,10,副流感病毒,3.5,2.2
2025-03-03,2025-03-09,10,呼吸道合胞病毒,3.6,6.0
2025-03-03,2025-03-09,10,流感病毒,9.7,7.1
2025-03-03,2025-03-09,10,普通冠状病毒,3.9,2.0
2025-03-03,2025-03-09,10,人偏肺病毒,4.6,5.8
2025-03-03,2025-03-09,10,腺病毒,1.6,1.4
2025-03-03,2025-03-09,10,新型冠状病毒,4.0,2.1
