reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-07-21,2025-07-27,30,鼻病毒,4.7,2.5
2025-07-21,2025-07-27,30,博卡病毒,1.1,2.2
2025-07-21,2025-07-27,30,肠道病毒,5.8,3.0
2025-07-21,2025-07-27,30,肺炎支原体,0.6,2.0
2025-07-21,2025-07-27,30,副流感病毒,4.0,4.5
2025-07-21,2025-07-27,30,呼吸道合胞病毒,3.4,5.8
2025-07-21,2025-07-27,30,流感病毒,2.2,0.7
2025-07-21,2025-07-27,30,普通冠状病毒,2.8,1.4
2025-07-21,2025-07-27,30,人偏肺病毒,0.3,0.4
2025-07-21,2025-07-27,30,腺病毒,1.7,1.7
2025-07-21,2025-07-27,30,新型冠状病毒,13.5,4.3
