reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-05-26,2025-06-01,22,鼻病毒,8.7,7.2
2025-05-26,2025-06-01,22,博卡病毒,0.3,1.5
2025-05-26,2025-06-01,22,肠道病毒,5.0,2.6
2025-05-26,2025-06-01,22,肺炎支原体,0.1,1.2
2025-05-26,2025-06-01,22,副流感病毒,3.1,2.9
2025-05-26,2025-06-01,22,呼吸道合胞病毒,2.1,2.6
2025-05-26,2025-06-01,22,流感病毒,1.5,0.8
2025-05-26,2025-06-01,22,普通冠状病毒,1.2,1.2
2025-05-26,2025-06-01,22,人偏肺病毒,1.0,0.8
2025-05-26,2025-06-01,22,腺病毒,2.7,1.6
2025-05-26,2025-06-01,22,新型冠状病毒,23.8,10.8
