reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-03-09,2026-03-15,11,鼻病毒,6.8,5.7
2026-03-09,2026-03-15,11,博卡病毒,0.6,0.5
2026-03-09,2026-03-15,11,肠道病毒,0.8,0.5
2026-03-09,2026-03-15,11,肺炎支原体,0.2,0.5
2026-03-09,2026-03-15,11,副流感病毒,4.7,4.7
2026-03-09,2026-03-15,11,呼吸道合胞病毒,5.8,9.5
2026-03-09,2026-03-15,11,流感病毒,11.3,3.6
2026-03-09,2026-03-15,11,普通冠状病毒,3.9,3.0
2026-03-09,2026-03-15,11,人偏肺病毒,0.5,0.6
2026-03-09,2026-03-15,11,腺病毒,1.6,1.3
2026-03-09,2026-03-15,11,新型冠状病毒,2.3,1.3
