reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-07-27,2026-08-02,31,鼻病毒,3.7,3.6
2026-07-27,2026-08-02,31,博卡病毒,1.3,3.5
2026-07-27,2026-08-02,31,肠道病毒,4.1,2.5
2026-07-27,2026-08-02,31,肺炎支原体,0.2,2.0
2026-07-27,2026-08-02,31,副流感病毒,3.0,2.7
2026-07-27,2026-08-02,31,呼吸道合胞病毒,1.1,2.1
2026-07-27,2026-08-02,31,流感病毒,13.3,5.8
2026-07-27,2026-08-02,31,普通冠状病毒,0.6,0.8
2026-07-27,2026-08-02,31,人偏肺病毒,3.6,5.5
2026-07-27,2026-08-02,31,腺病毒,1.4,0.7
2026-07-27,2026-08-02,31,新型冠状病毒,22.3,8.2
