reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-11-10,2025-11-16,46,鼻病毒,8.8,10.9
2025-11-10,2025-11-16,46,博卡病毒,1.3,2.6
2025-11-10,2025-11-16,46,肠道病毒,4.9,2.5
2025-11-10,2025-11-16,46,肺炎支原体,0.3,1.4
2025-11-10,2025-11-16,46,副流感病毒,2.2,2.4
2025-11-10,2025-11-16,46,呼吸道合胞病毒,5.0,9.5
2025-11-10,2025-11-16,46,流感病毒,38.1,11.4
2025-11-10,2025-11-16,46,普通冠状病毒,0.9,1.2
2025-11-10,2025-11-16,46,人偏肺病毒,0.2,0.2
2025-11-10,2025-11-16,46,腺病毒,1.2,0.8
2025-11-10,2025-11-16,46,新型冠状病毒,0.5,1.2
