reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-07-13,2026-07-19,29,鼻病毒,5.7,5.3
2026-07-13,2026-07-19,29,博卡病毒,1.1,1.5
2026-07-13,2026-07-19,29,肠道病毒,6.8,3.7
2026-07-13,2026-07-19,29,肺炎支原体,0.4,2.2
2026-07-13,2026-07-19,29,副流感病毒,3.6,4.2
2026-07-13,2026-07-19,29,呼吸道合胞病毒,0.8,1.4
2026-07-13,2026-07-19,29,流感病毒,12.6,5.0
2026-07-13,2026-07-19,29,普通冠状病毒,0.6,0.3
2026-07-13,2026-07-19,29,人偏肺病毒,4.3,4.6
2026-07-13,2026-07-19,29,腺病毒,1.0,1.1
2026-07-13,2026-07-19,29,新型冠状病毒,16.3,5.9
