reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-06-22,2026-06-28,26,鼻病毒,10.3,8.9
2026-06-22,2026-06-28,26,博卡病毒,1.1,1.3
2026-06-22,2026-06-28,26,肠道病毒,8.2,4.1
2026-06-22,2026-06-28,26,肺炎支原体,0.2,1.3
2026-06-22,2026-06-28,26,副流感病毒,5.4,3.9
2026-06-22,2026-06-28,26,呼吸道合胞病毒,1.3,1.7
2026-06-22,2026-06-28,26,流感病毒,10.1,3.3
2026-06-22,2026-06-28,26,普通冠状病毒,1.6,0.7
2026-06-22,2026-06-28,26,人偏肺病毒,5.5,5.0
2026-06-22,2026-06-28,26,腺病毒,1.4,0.8
2026-06-22,2026-06-28,26,新型冠状病毒,7.4,2.9
