reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-08-18,2025-08-24,34,鼻病毒,4.3,2.6
2025-08-18,2025-08-24,34,博卡病毒,1.2,1.5
2025-08-18,2025-08-24,34,肠道病毒,2.7,1.8
2025-08-18,2025-08-24,34,肺炎支原体,0.5,0.9
2025-08-18,2025-08-24,34,副流感病毒,2.5,2.9
2025-08-18,2025-08-24,34,呼吸道合胞病毒,3.2,6.2
2025-08-18,2025-08-24,34,流感病毒,1.9,0.6
2025-08-18,2025-08-24,34,普通冠状病毒,8.9,4.4
2025-08-18,2025-08-24,34,人偏肺病毒,0.3,0.4
2025-08-18,2025-08-24,34,腺病毒,1.8,1.3
2025-08-18,2025-08-24,34,新型冠状病毒,10.5,4.3
