reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-03-10,2025-03-16,11,鼻病毒,8.4,6.1
2025-03-10,2025-03-16,11,博卡病毒,0.4,0.7
2025-03-10,2025-03-16,11,肠道病毒,1.0,0.7
2025-03-10,2025-03-16,11,肺炎支原体,0.9,1.5
2025-03-10,2025-03-16,11,副流感病毒,4.1,2.8
2025-03-10,2025-03-16,11,呼吸道合胞病毒,4.2,7.2
2025-03-10,2025-03-16,11,流感病毒,6.7,5.1
2025-03-10,2025-03-16,11,普通冠状病毒,4.1,2.7
2025-03-10,2025-03-16,11,人偏肺病毒,5.0,5.8
2025-03-10,2025-03-16,11,腺病毒,1.8,1.1
2025-03-10,2025-03-16,11,新型冠状病毒,4.8,2.3
