reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-05-19,2025-05-25,21,鼻病毒,8.4,7.9
2025-05-19,2025-05-25,21,博卡病毒,0.4,0.7
2025-05-19,2025-05-25,21,肠道病毒,3.9,2.1
2025-05-19,2025-05-25,21,肺炎支原体,0.2,1.3
2025-05-19,2025-05-25,21,副流感病毒,3.2,3.7
2025-05-19,2025-05-25,21,呼吸道合胞病毒,2.0,3.9
2025-05-19,2025-05-25,21,流感病毒,1.6,0.8
2025-05-19,2025-05-25,21,普通冠状病毒,1.3,1.2
2025-05-19,2025-05-25,21,人偏肺病毒,0.5,1.7
2025-05-19,2025-05-25,21,腺病毒,2.2,1.9
2025-05-19,2025-05-25,21,新型冠状病毒,24.5,11.5
