reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-12-15,2025-12-21,51,鼻病毒,5.7,6.0
2025-12-15,2025-12-21,51,博卡病毒,1.1,1.5
2025-12-15,2025-12-21,51,肠道病毒,2.3,1.5
2025-12-15,2025-12-21,51,肺炎支原体,0.4,1.1
2025-12-15,2025-12-21,51,副流感病毒,1.4,2.3
2025-12-15,2025-12-21,51,呼吸道合胞病毒,6.1,7.3
2025-12-15,2025-12-21,51,流感病毒,41.9,18.6
2025-12-15,2025-12-21,51,普通冠状病毒,1.5,0.9
2025-12-15,2025-12-21,51,人偏肺病毒,0.0,0.2
2025-12-15,2025-12-21,51,腺病毒,1.1,1.3
2025-12-15,2025-12-21,51,新型冠状病毒,0.7,0.5
