reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-08-31,2026-09-06,36,鼻病毒,4.1,2.7
2026-08-31,2026-09-06,36,博卡病毒,1.4,1.9
2026-08-31,2026-09-06,36,肠道病毒,3.5,1.1
2026-08-31,2026-09-06,36,肺炎支原体,0.5,1.5
2026-08-31,2026-09-06,36,副流感病毒,2.2,1.3
2026-08-31,2026-09-06,36,呼吸道合胞病毒,1.4,3.2
2026-08-31,2026-09-06,36,流感病毒,18.4,7.5
2026-08-31,2026-09-06,36,普通冠状病毒,0.4,0.7
2026-08-31,2026-09-06,36,人偏肺病毒,2.5,4.2
2026-08-31,2026-09-06,36,腺病毒,1.4,0.7
2026-08-31,2026-09-06,36,新型冠状病毒,14.0,5.3
