reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-10-20,2025-10-26,43,鼻病毒,12.8,10.0
2025-10-20,2025-10-26,43,博卡病毒,1.4,2.2
2025-10-20,2025-10-26,43,肠道病毒,9.0,3.3
2025-10-20,2025-10-26,43,肺炎支原体,0.4,1.1
2025-10-20,2025-10-26,43,副流感病毒,3.1,2.6
2025-10-20,2025-10-26,43,呼吸道合胞病毒,7.0,9.4
2025-10-20,2025-10-26,43,流感病毒,10.5,2.4
2025-10-20,2025-10-26,43,普通冠状病毒,1.7,1.5
2025-10-20,2025-10-26,43,人偏肺病毒,0.1,0.2
2025-10-20,2025-10-26,43,腺病毒,1.0,0.7
2025-10-20,2025-10-26,43,新型冠状病毒,1.5,0.9
