reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-06-15,2026-06-21,25,鼻病毒,11.3,7.4
2026-06-15,2026-06-21,25,博卡病毒,0.8,1.1
2026-06-15,2026-06-21,25,肠道病毒,7.8,3.1
2026-06-15,2026-06-21,25,肺炎支原体,0.4,1.3
2026-06-15,2026-06-21,25,副流感病毒,5.9,4.4
2026-06-15,2026-06-21,25,呼吸道合胞病毒,1.2,1.7
2026-06-15,2026-06-21,25,流感病毒,9.7,4.2
2026-06-15,2026-06-21,25,普通冠状病毒,1.2,1.2
2026-06-15,2026-06-21,25,人偏肺病毒,4.4,4.6
2026-06-15,2026-06-21,25,腺病毒,2.1,1.4
2026-06-15,2026-06-21,25,新型冠状病毒,6.7,2.7
