reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-07-28,2025-08-03,31,鼻病毒,3.8,4.3
2025-07-28,2025-08-03,31,博卡病毒,1.4,1.6
2025-07-28,2025-08-03,31,肠道病毒,5.7,2.7
2025-07-28,2025-08-03,31,肺炎支原体,0.6,2.0
2025-07-28,2025-08-03,31,副流感病毒,3.5,3.6
2025-07-28,2025-08-03,31,呼吸道合胞病毒,3.8,6.3
2025-07-28,2025-08-03,31,流感病毒,2.3,0.9
2025-07-28,2025-08-03,31,普通冠状病毒,3.2,2.2
2025-07-28,2025-08-03,31,人偏肺病毒,0.2,0.4
2025-07-28,2025-08-03,31,腺病毒,1.8,1.1
2025-07-28,2025-08-03,31,新型冠状病毒,13.6,4.4
