reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-06-16,2025-06-22,25,鼻病毒,6.7,7.2
2025-06-16,2025-06-22,25,博卡病毒,0.6,1.6
2025-06-16,2025-06-22,25,肠道病毒,7.4,3.6
2025-06-16,2025-06-22,25,肺炎支原体,0.1,1.5
2025-06-16,2025-06-22,25,副流感病毒,4.7,4.4
2025-06-16,2025-06-22,25,呼吸道合胞病毒,2.9,4.7
2025-06-16,2025-06-22,25,流感病毒,1.5,0.7
2025-06-16,2025-06-22,25,普通冠状病毒,1.1,0.9
2025-06-16,2025-06-22,25,人偏肺病毒,0.6,0.4
2025-06-16,2025-06-22,25,腺病毒,2.5,1.7
2025-06-16,2025-06-22,25,新型冠状病毒,15.4,6.7
