reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-08-24,2026-08-30,35,鼻病毒,2.8,2.7
2026-08-24,2026-08-30,35,博卡病毒,1.4,1.5
2026-08-24,2026-08-30,35,肠道病毒,2.4,1.3
2026-08-24,2026-08-30,35,肺炎支原体,0.5,2.4
2026-08-24,2026-08-30,35,副流感病毒,2.1,1.5
2026-08-24,2026-08-30,35,呼吸道合胞病毒,1.4,2.1
2026-08-24,2026-08-30,35,流感病毒,17.7,7.2
2026-08-24,2026-08-30,35,普通冠状病毒,0.5,0.1
2026-08-24,2026-08-30,35,人偏肺病毒,2.6,3.6
2026-08-24,2026-08-30,35,腺病毒,1.1,1.0
2026-08-24,2026-08-30,35,新型冠状病毒,15.8,6.8
