reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2024-11-11,2024-11-17,46,鼻病毒,10.9,8.2
2024-11-11,2024-11-17,46,博卡病毒,1.1,1.3
2024-11-11,2024-11-17,46,肠道病毒,3.2,2.3
2024-11-11,2024-11-17,46,肺炎支原体,6.5,12.3
2024-11-11,2024-11-17,46,副流感病毒,4.3,2.0
2024-11-11,2024-11-17,46,呼吸道合胞病毒,1.9,1.3
2024-11-11,2024-11-17,46,流感病毒,3.7,1.9
2024-11-11,2024-11-17,46,普通冠状病毒,2.3,1.6
2024-11-11,2024-11-17,46,人偏肺病毒,2.7,1.2
2024-11-11,2024-11-17,46,腺病毒,4.1,2.5
2024-11-11,2024-11-17,46,新型冠状病毒,1.5,1.9
