reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-03-17,2025-03-23,12,鼻病毒,10.4,5.7
2025-03-17,2025-03-23,12,博卡病毒,0.3,0.5
2025-03-17,2025-03-23,12,肠道病毒,0.7,0.8
2025-03-17,2025-03-23,12,肺炎支原体,0.7,1.9
2025-03-17,2025-03-23,12,副流感病毒,3.4,3.0
2025-03-17,2025-03-23,12,呼吸道合胞病毒,4.3,6.7
2025-03-17,2025-03-23,12,流感病毒,5.4,4.8
2025-03-17,2025-03-23,12,普通冠状病毒,3.1,1.8
2025-03-17,2025-03-23,12,人偏肺病毒,5.5,5.5
2025-03-17,2025-03-23,12,腺病毒,1.7,1.0
2025-03-17,2025-03-23,12,新型冠状病毒,5.8,2.9
