reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-06-30,2025-07-06,27,鼻病毒,8.2,5.5
2025-06-30,2025-07-06,27,博卡病毒,0.8,1.2
2025-06-30,2025-07-06,27,肠道病毒,9.7,4.8
2025-06-30,2025-07-06,27,肺炎支原体,0.3,1.4
2025-06-30,2025-07-06,27,副流感病毒,4.7,2.4
2025-06-30,2025-07-06,27,呼吸道合胞病毒,3.3,6.5
2025-06-30,2025-07-06,27,流感病毒,1.8,0.5
2025-06-30,2025-07-06,27,普通冠状病毒,1.3,0.8
2025-06-30,2025-07-06,27,人偏肺病毒,0.3,0.7
2025-06-30,2025-07-06,27,腺病毒,2.9,1.6
2025-06-30,2025-07-06,27,新型冠状病毒,11.9,6.3
