reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-12-08,2025-12-14,50,鼻病毒,4.8,6.0
2025-12-08,2025-12-14,50,博卡病毒,1.1,1.8
2025-12-08,2025-12-14,50,肠道病毒,0.9,1.4
2025-12-08,2025-12-14,50,肺炎支原体,0.2,0.9
2025-12-08,2025-12-14,50,副流感病毒,1.3,1.8
2025-12-08,2025-12-14,50,呼吸道合胞病毒,4.9,6.2
2025-12-08,2025-12-14,50,流感病毒,50.2,22.5
2025-12-08,2025-12-14,50,普通冠状病毒,1.2,1.2
2025-12-08,2025-12-14,50,人偏肺病毒,0.2,0.2
2025-12-08,2025-12-14,50,腺病毒,1.2,0.8
2025-12-08,2025-12-14,50,新型冠状病毒,0.5,0.9
