reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2026-03-16,2026-03-22,12,鼻病毒,8.6,6.7
2026-03-16,2026-03-22,12,博卡病毒,0.3,0.5
2026-03-16,2026-03-22,12,肠道病毒,0.7,0.6
2026-03-16,2026-03-22,12,肺炎支原体,0.2,0.5
2026-03-16,2026-03-22,12,副流感病毒,5.9,5.5
2026-03-16,2026-03-22,12,呼吸道合胞病毒,4.4,8.4
2026-03-16,2026-03-22,12,流感病毒,13.3,5.7
2026-03-16,2026-03-22,12,普通冠状病毒,3.7,3.2
2026-03-16,2026-03-22,12,人偏肺病毒,1.0,0.9
2026-03-16,2026-03-22,12,腺病毒,1.4,1.0
2026-03-16,2026-03-22,12,新型冠状病毒,2.7,1.1
