reference_date,target_end_date,report_week,pathogen,ili_percent,sari_percent
2025-10-06,2025-10-12,41,鼻病毒,11.8,10.6
2025-10-06,2025-10-12,41,博卡病毒,2.1,3.8
2025-10-06,2025-10-12,41,肠道病毒,6.9,3.5
2025-10-06,2025-10-12,41,肺炎支原体,0.3,0.8
2025-10-06,2025-10-12,41,副流感病毒,3.6,1.7
2025-10-06,2025-10-12,41,呼吸道合胞病毒,6.7,10.7
2025-10-06,2025-10-12,41,流感病毒,3.5,1.1
2025-10-06,2025-10-12,41,普通冠状病毒,3.1,2.5
2025-10-06,2025-10-12,41,人偏肺病毒,0.3,0.2
2025-10-06,2025-10-12,41,腺病毒,1.1,0.7
2025-10-06,2025-10-12,41,新型冠状病毒,2.3,1.4
