reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2024-10-01,2024-10-31,2024-10,2024-11-20,艾滋病,乙类,disease,4403,1598,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,百日咳,乙类,disease,10118,2,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,包虫病,丙类,disease,332,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,丙类传染病合计,丙类,summary,263438,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,丙型肝炎,乙类,disease,16035,335,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,病毒性肝炎,乙类,group,148566,359,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,布鲁氏菌病,乙类,disease,3381,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,登革热,乙类,disease,11083,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,丁型肝炎,乙类,disease,9,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,肺结核,乙类,disease,52943,270,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,风疹,丙类,disease,72,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,钩端螺旋体病,乙类,disease,65,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,黑热病,丙类,disease,6,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
2024-10-01,2024-10-31,2024-10,2024-11-20,猴痘,乙类,disease,38,0,https://www.chinacdc.cn/jksj/jksj01/202411/t20241122_302802.html
