reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2024-09-01,2024-09-30,2024-09,2024-10-22,麻疹,乙类,disease,118,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,梅毒,乙类,disease,54136,3,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,疟疾,乙类,disease,242,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,其他感染性腹泻病,丙类,disease,121176,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,人感染高致病性禽流感,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,人感染H7N9禽流感,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,伤寒和副伤寒,乙类,disease,612,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,手足口病,丙类,disease,35054,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,鼠疫,甲类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,丝虫病,丙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,炭疽,乙类,disease,90,1,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,未分型肝炎,乙类,disease,471,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,戊型肝炎,乙类,disease,2446,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,细菌性和阿米巴性痢疾,乙类,disease,3564,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,新生儿破伤风,乙类,disease,2,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,猩红热,乙类,disease,2179,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,血吸虫病,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
2024-09-01,2024-09-30,2024-09,2024-10-22,乙型肝炎,乙类,disease,125765,29,https://www.chinacdc.cn/jksj/jksj01/202410/t20241022_301872.html
