reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2025-06-01,2025-06-30,2025-06,2025-07-05,艾滋病,乙类,disease,4783,1641,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,百日咳,乙类,disease,3590,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,包虫病,丙类,disease,285,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,丙类传染病合计,丙类,summary,410296,2,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,丙型肝炎,乙类,disease,15898,297,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,病毒性肝炎,乙类,group,126144,336,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,布鲁氏菌病,乙类,disease,7187,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,登革热,乙类,disease,225,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,丁型肝炎,乙类,disease,19,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,肺结核,乙类,disease,53180,296,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,风疹,丙类,disease,53,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,钩端螺旋体病,乙类,disease,18,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,黑热病,丙类,disease,23,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,猴痘,乙类,disease,102,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,霍乱,甲类,disease,2,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,急性出血性结膜炎,丙类,disease,2819,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,脊髓灰质炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,甲型肝炎,乙类,disease,1803,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,甲乙丙类传染病总计,甲乙丙类,summary,1015490,2313,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,甲乙类传染病合计,甲乙类,summary,605194,2311,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,狂犬病,乙类,disease,23,20,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,淋病,乙类,disease,10011,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,流行性出血热,乙类,disease,354,1,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,流行性感冒,丙类,disease,92292,1,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,流行性和地方性斑疹伤寒,丙类,disease,135,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,流行性脑脊髓膜炎,乙类,disease,7,1,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,流行性腮腺炎,丙类,disease,9406,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,流行性乙型脑炎,乙类,disease,1,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,麻风病,丙类,disease,22,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,麻疹,乙类,disease,156,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,梅毒,乙类,disease,52760,7,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,疟疾,乙类,disease,437,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,其他感染性腹泻病,丙类,disease,154704,1,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,人感染高致病性禽流感,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,人感染H7N9禽流感,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,伤寒和副伤寒,乙类,disease,564,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,手足口病,丙类,disease,150557,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,鼠疫,甲类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,丝虫病,丙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,炭疽,乙类,disease,32,1,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,未分型肝炎,乙类,disease,571,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,戊型肝炎,乙类,disease,2820,1,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,细菌性和阿米巴性痢疾,乙类,disease,3670,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,新生儿破伤风,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,新型冠状病毒感染,乙类,disease,333229,8,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,猩红热,乙类,disease,8718,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,血吸虫病,乙类,disease,1,0,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
2025-06-01,2025-06-30,2025-06,2025-07-05,乙型肝炎,乙类,disease,105033,38,https://www.chinacdc.cn/jksj/jksj01/202507/t20250705_308213.html
