reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2026-05-01,2026-05-31,2026-05,2026-06-10,埃博拉出血热,重点监测,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,艾滋病,乙类,disease,3833,1454,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,百日咳,乙类,disease,769,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,包虫病,丙类,disease,340,1,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,丙类传染病合计,丙类,summary,795217,3,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,丙型肝炎,乙类,disease,15036,157,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,病毒性肝炎,乙类,group,131378,194,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,布鲁氏菌病,乙类,disease,6748,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,登革热,乙类,disease,222,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
2026-05-01,2026-05-31,2026-05,2026-06-10,丁型肝炎,乙类,disease,27,0,https://www.chinacdc.cn/jksj/jksj01/202606/t20260611_1836734.html
