reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2024-05-01,2024-05-31,2024-05,2024-06-28,艾滋病,乙类,disease,4987,1611,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,百日咳,乙类,disease,97669,2,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,包虫病,丙类,disease,380,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,丙类传染病合计,丙类,summary,803034,4,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,丙型肝炎,乙类,disease,20462,174,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,病毒性肝炎,乙类,group,165333,195,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,布鲁氏菌病,乙类,disease,8007,1,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,登革热,乙类,disease,109,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,丁型肝炎,乙类,disease,15,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,肺结核,乙类,disease,63595,251,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,风疹,丙类,disease,82,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,钩端螺旋体病,乙类,disease,22,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,黑热病,丙类,disease,27,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
2024-05-01,2024-05-31,2024-05,2024-06-28,猴痘,乙类,disease,49,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287637.html
