reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2025-03-01,2025-03-31,2025-03,2025-04-21,艾滋病,乙类,disease,4852,1709,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,百日咳,乙类,disease,4186,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,包虫病,丙类,disease,445,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,丙类传染病合计,丙类,summary,615566,2,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,丙型肝炎,乙类,disease,17661,122,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,病毒性肝炎,乙类,group,153083,163,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,布鲁氏菌病,乙类,disease,5575,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,登革热,乙类,disease,38,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,丁型肝炎,乙类,disease,18,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,肺结核,乙类,disease,59479,239,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,风疹,丙类,disease,63,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,钩端螺旋体病,乙类,disease,2,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,黑热病,丙类,disease,26,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,猴痘,乙类,disease,71,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,霍乱,甲类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,急性出血性结膜炎,丙类,disease,2044,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,脊髓灰质炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,甲型肝炎,乙类,disease,1919,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,甲乙丙类总计,甲乙丙类,summary,971168,2137,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,甲乙类传染病合计,甲乙类,summary,355602,2135,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,狂犬病,乙类,disease,13,9,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,淋病,乙类,disease,8367,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,流行性出血热,乙类,disease,229,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,流行性感冒,丙类,disease,354842,1,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,流行性和地方性斑疹伤寒,丙类,disease,33,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,流行性脑脊髓膜炎,乙类,disease,17,1,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,流行性腮腺炎,丙类,disease,6652,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,流行性乙型脑炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,麻风病,丙类,disease,34,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,麻疹,乙类,disease,272,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,梅毒,乙类,disease,55907,6,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,疟疾,乙类,disease,213,1,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,其他感染性腹泻病,丙类,disease,239224,1,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,人感染高致病性禽流感,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
2025-03-01,2025-03-31,2025-03,2025-04-21,人感染H7N9禽流感,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202504/t20250429_306351.html
