reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2025-05-01,2025-05-31,2025-05,2025-06-05,艾滋病,乙类,disease,4240,1573,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,百日咳,乙类,disease,4260,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,包虫病,丙类,disease,292,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,丙类传染病合计,丙类,summary,359290,1,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,丙型肝炎,乙类,disease,16525,176,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,病毒性肝炎,乙类,group,130327,208,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,布鲁氏菌病,乙类,disease,6982,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,登革热,乙类,disease,126,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,丁型肝炎,乙类,disease,20,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,肺结核,乙类,disease,55165,228,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,风疹,丙类,disease,66,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,钩端螺旋体病,乙类,disease,12,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,黑热病,丙类,disease,35,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,猴痘,乙类,disease,112,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,霍乱,甲类,disease,2,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,急性出血性结膜炎,丙类,disease,2659,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,脊髓灰质炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,甲型肝炎,乙类,disease,1862,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,甲乙丙类传染病总计,甲乙丙类,summary,1077760,2043,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,甲乙类传染病合计,甲乙类,summary,718470,2042,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,狂犬病,乙类,disease,19,18,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
2025-05-01,2025-05-31,2025-05,2025-06-05,淋病,乙类,disease,9533,0,https://www.chinacdc.cn/jksj/jksj01/202506/t20250606_307411.html
