reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2025-01-01,2025-01-31,2025-01,2025-02-14,艾滋病,乙类,disease,2832,1375,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,百日咳,乙类,disease,5611,1,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,包虫病,丙类,disease,495,1,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,丙类传染病合计,丙类,summary,3056174,10,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,丙型肝炎,乙类,disease,14831,25,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,病毒性肝炎,乙类,group,165723,72,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,布鲁氏菌病,乙类,disease,3365,1,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,登革热,乙类,disease,49,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,丁型肝炎,乙类,disease,25,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,肺结核,乙类,disease,49311,209,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,风疹,丙类,disease,53,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,钩端螺旋体病,乙类,disease,6,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,黑热病,丙类,disease,15,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,猴痘,乙类,disease,40,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,霍乱,甲类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,急性出血性结膜炎,丙类,disease,1340,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,脊髓灰质炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,甲型肝炎,乙类,disease,2293,1,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,甲乙丙类总计,甲乙丙类,summary,3382111,1701,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,甲乙类传染病合计,甲乙类,summary,325937,1691,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,狂犬病,乙类,disease,16,19,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,淋病,乙类,disease,8037,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,流行性出血热,乙类,disease,301,1,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,流行性感冒,丙类,disease,2870849,9,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,流行性和地方性斑疹伤寒,丙类,disease,54,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,流行性脑脊髓膜炎,乙类,disease,26,2,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,流行性腮腺炎,丙类,disease,4116,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,流行性乙型脑炎,乙类,disease,1,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
2025-01-01,2025-01-31,2025-01,2025-02-14,麻风病,丙类,disease,33,0,https://www.chinacdc.cn/jksj/jksj01/202502/t20250220_304463.html
