reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2024-03-01,2024-03-31,2024-03,2024-04-22,艾滋病,乙类,disease,5422,1857,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,百日咳,乙类,disease,27078,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,包虫病,丙类,disease,534,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,丙类传染病合计,丙类,summary,1081905,4,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,丙型肝炎,乙类,disease,22215,133,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,病毒性肝炎,乙类,group,181006,160,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,布鲁氏菌病,乙类,disease,6197,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,登革热,乙类,disease,38,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,丁型肝炎,乙类,disease,19,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,肺结核,乙类,disease,70013,295,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,风疹,丙类,disease,67,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,钩端螺旋体病,乙类,disease,6,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,黑热病,丙类,disease,16,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,猴痘,乙类,disease,51,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,霍乱,甲类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,急性出血性结膜炎,丙类,disease,2676,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,脊髓灰质炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,甲型肝炎,乙类,disease,1542,2,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,甲乙丙类总计,甲乙丙类,summary,1450149,2329,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,甲乙类传染病合计,甲乙类,summary,368244,2325,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,狂犬病,乙类,disease,6,6,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,淋病,乙类,disease,7824,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
2024-03-01,2024-03-31,2024-03,2024-04-22,流行性出血热,乙类,disease,234,0,https://www.chinacdc.cn/jksj/jksj01/202407/t20240731_287615.html
