reference_date,target_end_date,month,report_date,disease,disease_class,row_kind,cases,deaths,source_url
2025-12-01,2025-12-31,2025-12,2026-01-09,艾滋病,乙类,disease,4560,2027,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,白喉,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,百日咳,乙类,disease,1313,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,包虫病,丙类,disease,373,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,丙类传染病合计,丙类,summary,6961521,14,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,丙型肝炎,乙类,disease,14159,545,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,病毒性肝炎,乙类,group,128222,585,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,布鲁氏菌病,乙类,disease,3420,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,传染性非典型肺炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,登革热,乙类,disease,151,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,丁型肝炎,乙类,disease,33,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,肺结核,乙类,disease,52826,228,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,风疹,丙类,disease,38,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,钩端螺旋体病,乙类,disease,20,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,黑热病,丙类,disease,31,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,猴痘,乙类,disease,43,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,霍乱,甲类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,急性出血性结膜炎,丙类,disease,1560,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,脊髓灰质炎,乙类,disease,0,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
2025-12-01,2025-12-31,2025-12,2026-01-09,甲型肝炎,乙类,disease,1204,0,https://www.chinacdc.cn/jksj/jksj01/202601/t20260109_314557.html
